dt,ndvi_d,ndvi_c,cosmos_vwc,precip,GCC
2019-02-05,-0.012773431262973,,58.7,5.6,0.375
2019-02-06,0.2005252297880322,,59.2,2.4,0.375
2019-02-07,0.5363705972434916,,65.8,12.6,0.37
2019-02-08,0.0363850578695682,,60.7,14.9,0.375
2019-02-09,0.0876141552511415,,56.9,8.3,0.374
2019-02-10,0.6508282476024412,,57.4,2.6,0.371
2019-02-11,0.3837139423076923,,54.0,0.2,0.372
2019-02-12,-0.0082657517155333,,57.6,0.5,0.373
2019-02-13,0.0154794700249245,,61.5,0.1,0.375
2019-02-14,0.0697539797395079,,54.3,0.0,0.374
2019-02-15,0.4511189634864546,,56.1,0.2,0.372
2019-02-16,0.1875442321302194,,56.9,0.1,0.373
2019-02-17,0.4480733944954128,,54.9,2.8,0.375
2019-02-18,0.1216562843532429,0.4227,61.2,1.5,0.373
2019-02-19,0.0631041598783534,,63.9,12.1,0.375
2019-02-20,0.0006819288845591,,64.2,0.2,0.379
2019-02-21,0.1407816656435441,,62.0,0.0,0.375
2019-02-22,0.0772767462422634,,65.5,0.0,0.375
2019-02-23,-0.0056368176953264,,55.3,2.6,0.373
2019-02-24,-0.0020247469066366,,59.8,0.1,0.367
2019-02-25,0.4227909389590178,,54.2,0.0,0.372
2019-02-26,0.6161035226455788,,55.8,0.0,0.368
2019-02-27,0.6837335749886724,,54.8,0.0,0.366
2019-02-28,0.0133000831255195,,55.0,0.2,0.368
2019-03-01,0.5737009544008483,,54.4,6.9,0.373
2019-03-02,0.0138174807197943,,58.7,3.8,0.376
2019-03-03,0.0526698808332575,,55.5,3.8,0.374
2019-03-04,0.0318764882095399,,52.2,0.2,0.377
2019-03-05,-0.0109624674842066,,58.3,8.1,0.376
2019-03-06,0.0184777080861162,0.7013,59.7,32.7,0.38
2019-03-07,0.0355152865933427,,59.4,10.2,0.377
2019-03-08,0.0167994207096307,,62.2,6.2,0.378
2019-03-09,0.0933524973050664,,52.2,4.6,0.377
2019-03-10,0.0355898456943753,,50.8,1.0,0.377
2019-03-11,0.1204807784031288,,59.3,3.1,0.373
2019-03-12,,,57.3,8.0,0.375
2019-03-13,0.1446280991735537,,69.4,9.0,0.375
2019-03-14,0.7013477088948787,,55.2,14.9,0.368
2019-03-15,0.651578947368421,,50.4,2.3,0.375
2019-03-16,0.0113218864812176,,55.5,18.2,0.375
2019-03-17,,,70.7,2.9,0.372
2019-03-18,0.0259614049701513,,69.6,6.8,0.374
2019-03-19,0.0133859208796462,,70.0,2.4,0.369
2019-03-20,0.0261223895801498,,74.9,0.1,0.378
2019-03-21,0.0343438043776902,,63.5,0.0,0.381
2019-03-22,0.0056897953151555,0.7084,54.2,1.5,0.379
2019-03-23,0.0713685978169605,,60.2,0.0,0.374
2019-03-24,0.0153435623749166,,61.0,1.4,0.378
2019-03-25,0.0779208915684662,,60.0,0.0,0.381
2019-03-26,0.125366568914956,,62.2,0.0,0.377
2019-03-27,0.5895247332686712,,64.8,0.0,0.376
2019-03-28,0.6778221778221778,,59.0,0.0,0.376
2019-03-29,0.1091177920157713,,50.6,0.0,0.377
2019-03-30,0.4226055379028597,,53.9,0.0,0.378
2019-03-31,0.6716911764705882,,49.4,0.0,0.37
2019-04-01,0.0150104724226204,,61.2,1.2,0.373
2019-04-02,0.0700174881792862,,51.0,1.1,0.373
2019-04-03,0.0119864200096999,,53.0,21.1,0.373
2019-04-04,0.3408820023837902,,62.8,11.4,0.375
2019-04-05,0.008695652173913,,66.0,10.2,0.375
2019-04-06,0.7084269662921349,,62.7,0.0,0.374
2019-04-07,0.028575391871272,0.7080000000000001,62.1,0.0,0.376
2019-04-08,0.602776294714362,,64.0,0.0,0.373
2019-04-09,0.6824498198661864,,60.3,0.0,0.373
2019-04-10,0.347086978049183,,64.1,0.0,0.371
2019-04-11,0.0336029869321717,,63.7,0.0,0.371
2019-04-12,0.0370794559770937,,57.4,0.0,0.372
2019-04-13,0.7044887780548629,,56.3,0.0,0.37
2019-04-14,0.0224081690540348,,54.3,0.0,0.368
2019-04-15,0.0903710448440701,,53.5,0.1,0.366
2019-04-16,0.0912438625204582,,59.9,11.5,0.368
2019-04-17,0.0645465994962216,,60.8,0.0,0.368
2019-04-18,0.1037344398340249,,58.0,0.0,0.37
2019-04-19,0.6738949124270225,,59.3,0.0,0.371
2019-04-20,0.4537095088819227,,48.7,0.0,0.372
2019-04-21,0.680186170212766,,53.1,0.0,0.373
2019-04-22,0.7080018717828732,,43.1,0.0,0.373
2019-04-23,0.3822962313759859,0.7808,42.2,0.0,0.373
2019-04-24,0.1694603903559127,,41.9,6.7,0.374
2019-04-25,0.0382861782524514,,43.3,0.0,0.376
2019-04-26,0.0284383427310615,,46.5,4.3,0.38
2019-04-27,0.0388843088760648,,48.7,27.6,0.382
2019-04-28,0.0340199028002777,,52.8,0.5,0.382
2019-04-29,0.0061517429938482,,56.8,1.8,0.375
2019-04-30,0.0076473234367971,,65.1,5.9,0.381
2019-05-01,0.4059405940594059,,57.9,0.0,0.386
2019-05-02,0.0822110552763819,,54.0,0.3,0.387
2019-05-03,0.1565103905230398,,54.8,0.0,0.387
2019-05-04,0.7808467285487888,,48.6,0.0,0.382
2019-05-05,0.0842067862853082,,52.2,0.0,0.384
2019-05-06,0.0432630906768837,,48.5,0.2,0.384
2019-05-07,0.0984620823758175,,46.0,0.0,0.383
2019-05-08,0.021767492961615,,49.2,12.8,0.378
2019-05-09,0.1065827589651383,0.7492000000000001,54.0,3.5,0.383
2019-05-10,0.0479468126710989,,52.7,0.8,0.386
2019-05-11,0.8573868488471392,,52.8,0.0,0.38
2019-05-12,0.7659078687936907,,48.5,0.0,0.387
2019-05-13,0.2994845360824742,,50.7,0.0,0.383
2019-05-14,0.7492007104795737,,54.9,0.0,0.382
2019-05-15,0.3088235294117647,,46.2,0.0,0.381
2019-05-16,0.2626637015072893,,44.0,0.0,0.384
2019-05-17,0.0643725389488101,,40.3,0.0,0.386
2019-05-18,0.0188898201276513,,44.0,4.0,0.374
2019-05-19,0.0803682067622588,,49.2,0.6,0.39
2019-05-20,0.212395795578108,,41.2,0.1,0.39
2019-05-21,0.3790064102564102,,38.2,0.0,0.391
2019-05-22,0.4575037465210875,,43.0,0.0,0.391
2019-05-23,0.721881390593047,,43.1,0.0,0.387
2019-05-24,0.0204496380033024,,43.9,0.0,0.393
2019-05-25,0.0068592284941161,0.6851,44.6,2.1,0.387
2019-05-26,0.0108443485298084,,48.2,3.9,0.393
2019-05-27,0.1973752734090199,,49.4,9.9,0.383
2019-05-28,0.4082767140210006,,44.0,0.0,0.398
2019-05-29,0.0115757146231986,,50.4,10.2,0.395
2019-05-30,0.0139390079954715,,58.4,5.9,0.396
2019-05-31,0.0346153846153846,,65.3,5.0,0.4
2019-06-01,0.2803577571379429,,59.7,3.4,0.396
2019-06-02,0.6851719197707736,,63.9,4.2,0.395
2019-06-03,0.3536776212832551,,51.6,6.8,0.396
2019-06-04,0.0326054883446444,,58.2,16.4,0.392
2019-06-05,0.0366321169955984,,58.5,10.8,0.398
2019-06-06,0.0314458493677844,,56.6,1.8,0.395
2019-06-07,0.3756393861892583,,57.1,0.0,0.396
2019-06-08,0.0356431563766224,,55.0,2.7,0.396
2019-06-09,0.7594479132435097,,57.5,0.0,0.398
2019-06-10,0.8130608175473579,0.3683,50.4,0.0,0.394
2019-06-11,0.1435088039412462,,45.6,0.0,0.394
2019-06-12,0.0088676671214188,,47.5,4.9,0.397
2019-06-13,0.0301660967269174,,47.1,1.4,0.397
2019-06-14,0.0587280108254397,,46.4,1.6,0.393
2019-06-15,0.0249632892804698,,57.3,11.4,0.389
2019-06-16,0.2132473770699026,,62.5,4.0,0.392
2019-06-17,0.1251303441084463,,65.2,3.2,0.392
2019-06-18,0.0890335890658242,,59.8,0.0,0.393
2019-06-19,0.0998948475289169,,55.5,2.4,0.396
2019-06-20,0.7991803278688525,,54.7,2.2,0.391
2019-06-21,0.3683158420789605,,62.8,0.0,0.394
2019-06-22,0.5121765601217656,,53.8,0.0,0.392
2019-06-23,0.0780650542118432,,55.7,0.0,0.391
2019-06-24,0.0734824281150159,,61.0,4.9,0.388
2019-06-25,0.1831753296284188,,56.7,0.0,0.395
2019-06-26,0.7737147773714778,0.8465,57.5,0.0,0.391
2019-06-27,0.8465146024301855,,51.2,0.0,0.377
2019-06-28,0.785186842694115,,45.7,0.0,0.386
2019-06-29,,,51.4,5.0,0.378
2019-06-30,0.0103146286084982,,59.6,1.2,0.386
2019-07-01,,,57.4,0.6,0.384
2019-07-02,0.0522311454622305,,50.0,0.6,0.384
2019-07-03,0.0525391248802299,,52.0,0.0,0.382
2019-07-04,0.061987942494976,,50.6,0.0,0.379
2019-07-05,0.027606662103582,,48.8,0.3,0.379
2019-07-06,0.134763948497854,,43.3,0.0,0.381
2019-07-07,0.1249773263196082,,40.7,0.0,0.377
2019-07-08,0.0212383702277831,,42.5,5.4,0.376
2019-07-09,0.0608628659476117,,56.3,3.8,0.379
2019-07-10,0.1137319436825745,,56.3,6.7,0.38
2019-07-11,0.0235356574057688,,54.5,2.8,0.384
2019-07-12,0.0638471587197909,0.8586,55.3,1.7,0.383
2019-07-13,0.1969588976003801,,58.1,0.1,0.384
2019-07-14,0.8877909897839558,,53.5,0.0,0.382
2019-07-15,0.2318936877076411,,51.9,0.0,0.378
2019-07-16,0.2827352085354025,,55.2,0.3,0.38
2019-07-17,0.0146366625830163,,55.3,7.6,0.384
2019-07-18,0.5857391978298779,,54.3,5.3,0.388
2019-07-19,0.0257617042358186,,53.7,10.8,0.382
2019-07-20,0.0631375080697224,,56.9,0.6,0.387
2019-07-21,0.039176889592402,,60.0,20.6,0.386
2019-07-22,0.0536003704561241,,64.1,0.4,0.387
2019-07-23,0.8302139037433155,,56.6,0.0,0.385
2019-07-24,0.2352780060257463,,54.1,0.0,0.385
2019-07-25,0.858603823921743,,54.7,0.0,0.384
2019-07-26,0.0613104261411487,,52.8,0.6,0.382
2019-07-27,0.0721754654424891,,53.5,0.0,0.383
2019-07-28,-0.0001944894651539,0.4928,50.5,17.4,0.387
2019-07-29,0.0079440737210041,,55.8,6.4,0.381
2019-07-30,0.0463039399624765,,61.2,3.8,0.387
2019-07-31,0.1381843110371168,,59.1,0.0,0.387
2019-08-01,0.537090838659694,,57.3,0.0,0.385
2019-08-02,0.4928852558280351,,58.1,0.0,0.382
2019-08-03,0.0177128651336233,,48.6,2.1,0.378
2019-08-04,0.6626545217957059,,60.3,6.2,0.383
2019-08-05,0.1005512525294815,,57.0,8.5,0.385
2019-08-06,0.2758380859646682,,58.9,2.6,0.387
2019-08-07,0.0404436966411167,,62.5,3.2,0.386
2019-08-08,0.0865968939905469,,64.1,0.2,0.387
2019-08-09,0.1598053399973694,,62.7,29.9,0.389
2019-08-10,0.057996000275843,,60.7,1.3,0.391
2019-08-11,0.0775181305398871,,55.7,0.6,0.389
2019-08-12,0.2440357852882703,,61.4,7.5,0.387
2019-08-13,0.2629061752707835,0.8106,55.9,1.2,0.387
2019-08-14,0.0234485891103162,,60.6,9.2,0.387
2019-08-15,0.3316571928290336,,62.7,0.7,0.39
2019-08-16,0.8390763765541741,,66.0,9.8,0.392
2019-08-17,0.0316411193924905,,67.3,4.6,0.387
2019-08-18,0.188772284738905,,60.3,0.8,0.387
2019-08-19,0.1724657706318301,,52.2,1.2,0.387
2019-08-20,0.2279534109816971,,52.0,0.5,0.386
2019-08-21,0.0155497454245218,,64.6,8.8,0.387
2019-08-22,0.0263447567329566,,71.0,,0.395
2019-08-23,0.2914295568201414,,70.3,0.0,0.393
2019-08-24,0.1098406747891284,,57.3,0.2,0.395
2019-08-25,0.810641627543036,,66.0,0.0,0.391
2019-08-26,0.8457353798329124,,63.4,0.0,0.393
2019-08-27,0.1280559847314368,,60.2,0.2,0.395
2019-08-28,0.0285105249134026,,57.5,4.0,0.394
2019-08-29,0.0477573996731432,0.8461000000000001,64.0,1.4,0.396
2019-08-30,0.0189944134078212,,65.0,9.0,0.396
2019-08-31,0.8230483271375465,,67.3,21.2,0.398
2019-09-01,0.0308767583827302,,65.4,3.8,0.397
2019-09-02,-0.0044567838094542,,78.6,6.6,0.4
2019-09-03,0.0270163675803589,,77.8,8.7,0.4
2019-09-04,0.0172534936372862,,71.5,3.7,0.393
2019-09-05,0.9274387313791448,,72.2,0.4,0.397
2019-09-06,0.5924635436830559,,69.4,3.3,0.399
2019-09-07,0.2714870395634379,,68.6,0.1,0.399
2019-09-08,0.067832625040863,,63.1,1.1,0.399
2019-09-09,0.3455989964457453,,71.5,2.5,0.399
2019-09-10,0.1154210028382213,,63.1,1.7,0.399
2019-09-11,0.287173100871731,,57.7,1.4,0.398
2019-09-12,0.0290198200635865,,67.1,4.8,0.391
2019-09-13,0.8461538461538461,,63.0,0.1,0.394
2019-09-14,0.0898392904188987,0.8711000000000001,62.0,0.5,0.399
2019-09-15,0.1139759036144578,,61.8,0.7,0.4
2019-09-16,0.2093858493954268,,58.4,0.7,0.398
2019-09-17,0.1698018560321043,,59.9,1.0,0.399
2019-09-18,0.132368365848542,,61.0,0.2,0.396
2019-09-19,0.7960122699386503,,63.3,0.3,0.391
2019-09-20,0.8711059190031153,,59.5,0.3,0.387
2019-09-21,0.8169268693508628,,53.3,0.4,0.386
2019-09-22,-0.0050689765800449,,63.9,12.4,0.394
2019-09-23,0.7284190106692532,,62.7,7.4,0.394
2019-09-24,0.0276135719491456,,62.0,1.4,0.398
2019-09-25,0.3924603897286469,,60.5,6.8,0.396
2019-09-26,0.0644912145201776,,57.8,3.9,0.397
2019-09-27,0.0934457035476339,,67.4,9.8,0.394
2019-09-28,0.4669316550734239,,71.3,9.5,0.398
2019-09-29,0.0829115028800837,,77.9,8.9,0.401
2019-09-30,0.1035359371388953,0.3963,65.9,14.3,0.399
2019-10-01,0.3361344537815126,,79.3,10.0,0.394
2019-10-02,0.5048500223847187,,60.9,0.7,0.393
2019-10-03,0.0044486812837623,,58.7,6.3,0.394
2019-10-04,0.2421052631578947,,60.1,4.4,0.393
2019-10-05,0.0059896921576821,,61.3,21.9,0.384
2019-10-06,0.1809576837416481,,60.1,2.7,0.389
2019-10-07,0.3046018991964938,,64.7,5.6,0.394
2019-10-08,0.0771829330983329,,58.6,2.7,0.391
2019-10-09,0.1585914085914085,,57.4,2.0,0.393
2019-10-10,-0.0008871146595697,,60.2,3.3,0.391
2019-10-11,0.3963764913831197,,63.8,0.8,0.387
2019-10-12,0.2004022410573193,,61.8,0.0,0.388
2019-10-13,-0.0015624095827787,,66.7,11.9,0.39
2019-10-14,0.0052336212875969,,65.8,1.2,0.387
2019-10-15,0.0308271098882587,,61.7,0.0,0.393
2019-10-16,0.2507068803016022,0.7878000000000001,64.8,5.7,0.381
2019-10-17,0.9152185360716166,,66.3,0.9,0.39
2019-10-18,-0.0193119678826053,,63.5,4.5,0.389
2019-10-19,0.287546545304096,,59.7,2.9,0.388
2019-10-20,0.7141009055627425,,53.7,1.0,0.383
2019-10-21,0.2343408457073942,,55.4,0.0,0.386
2019-10-22,0.0498575498575498,,60.2,0.0,0.387
2019-10-23,0.1322908910399602,,53.7,6.6,0.383
2019-10-24,0.0265805544571855,,53.0,0.2,0.387
2019-10-25,0.0059593122816631,,61.1,0.6,0.384
2019-10-26,0.7878985035783995,,58.9,0.1,0.38
2019-10-27,0.693385467579016,,70.6,0.1,0.382
2019-10-28,0.7595721925133689,,59.0,0.0,0.378
2019-10-29,0.3194854491775622,,54.5,0.0,0.378
2019-10-30,0.0945198046663049,,58.2,0.0,0.375
2019-10-31,-0.0194209460264506,,56.85,3.9,0.377
2019-11-01,0.0240013427324605,0.665,55.5,19.1,0.377
2019-11-02,0.6979405034324943,,58.0,0.6,0.382
2019-11-03,0.1014931535126952,,60.0,10.5,0.38
2019-11-04,0.0406415163112812,,58.2,3.5,0.385
2019-11-05,0.0602188103337317,,64.4,1.0,0.383
2019-11-06,0.0031863156129465,,61.4,0.0,0.378
2019-11-07,0.015231289958631,,60.7,4.2,0.382
2019-11-08,0.665063767509931,,55.9,0.0,0.369
2019-11-09,-0.0063181493936614,,59.7,28.6,0.379
2019-11-10,0.7125277730302513,,60.8,6.8,0.374
2019-11-11,0.7973962571196095,,67.5,8.4,0.381
2019-11-12,0.46006600660066,,64.6,18.4,0.381
2019-11-13,0.5631578947368421,,66.1,7.3,0.376
2019-11-14,0.7041006523765144,,48.6,0.0,0.36
2019-11-15,0.5644096797848936,,63.3,0.0,0.372
2019-11-16,0.0391690872282369,,60.1,0.0,0.371
2019-11-17,0.2586434914037407,0.5883,59.7,1.4,0.37
2019-11-18,0.5883639545056868,,62.1,0.0,0.366
2019-11-19,-0.0127018689892941,,60.9,6.3,0.372
2019-11-20,-0.0096502635001026,,61.8,14.1,0.373
2019-11-21,0.0037170533904032,,57.9,0.0,0.372
2019-11-22,-0.0251572327044025,,52.6,19.7,0.368
2019-11-23,0.0096691442478458,,56.5,12.0,
2019-11-24,0.0047148485435639,,59.5,1.7,0.371
2019-11-25,0.010306553911205,,57.7,3.3,0.37
2019-11-26,-0.004217273954116,,63.0,15.0,0.369
2019-11-27,0.0524965643609711,,63.5,0.2,0.37
2019-11-28,0.0279099088772995,,58.3,1.9,0.374
2019-11-29,0.1892116182572614,,61.1,1.3,0.37
2019-11-30,0.1328618812191,,54.9,0.0,0.37
2019-12-01,0.3410526315789474,,59.1,0.0,0.366
2019-12-02,0.0639755351681957,,62.0,0.0,0.369
2019-12-03,0.3929804372842347,0.5568000000000001,61.1,0.0,0.366
2019-12-04,0.0909090909090909,,59.7,0.5,0.368
2019-12-05,-0.0074798280228517,,68.3,3.8,0.371
2019-12-06,-0.0006905547456456,,67.3,2.1,0.373
2019-12-07,-0.0081534772182254,,65.3,2.9,0.371
2019-12-08,-0.0431424766977363,,64.9,10.9,0.375
2019-12-09,0.2179949037870134,,72.6,1.4,0.369
2019-12-10,-0.0065601825442099,,64.1,9.4,0.379
2019-12-11,0.0684931506849315,,61.3,0.0,0.374
2019-12-12,-0.0360648253823328,,64.1,10.8,0.366
2019-12-13,0.162906309751434,,59.7,4.0,0.37
2019-12-14,0.0292694924981552,,49.3,0.4,0.376
2019-12-15,0.0727366787377134,,54.2,0.4,0.367
2019-12-16,0.556855861127365,,51.8,0.1,0.367
2019-12-17,0.5733382164438747,,48.6,0.2,0.359
2019-12-18,-0.010482180293501,,59.9,11.7,0.371
2019-12-19,0.4660249150622876,0.3743,56.0,13.0,0.372
2019-12-20,0.0388095238095238,,55.0,0.0,0.37
2019-12-21,0.0784058912713883,,62.0,0.7,0.371
2019-12-22,-0.0171154247547484,,63.0,1.8,0.369
2019-12-23,0.4429726475141923,,58.2,0.0,0.37
2019-12-24,0.0608488154082154,,50.4,3.2,0.368
2019-12-25,0.3743948359332975,,53.0,0.5,0.357
2019-12-26,0.0033303057826218,,59.5,9.2,0.37
2019-12-27,0.0149226896799712,,64.5,4.1,0.37
2019-12-28,0.0538090646094503,,69.3,0.0,0.373
2019-12-29,-0.0096834567499389,,71.7,0.0,0.372
2019-12-30,-0.0124571784490812,,69.8,0.1,0.369
2020-01-01,0.0234159779614325,0.4008,58.6,0.0,0.369
2020-01-02,-0.0193858560794044,,66.7,3.6,0.373
2020-01-03,0.2550281576830249,,62.3,0.0,0.368
2020-01-04,0.0130526810912511,,62.6,0.8,0.369
2020-01-05,0.0170382630707818,,66.3,0.2,0.375
2020-01-06,0.0030115707719131,,69.4,2.3,0.372
2020-01-07,0.0656141070330121,,63.2,2.2,0.378
2020-01-08,0.4008275862068965,,77.3,0.0,0.375
2020-01-09,0.4423463238248292,,67.1,7.0,0.378
2020-01-10,0.3083865287255117,,77.4,3.2,0.373
2020-01-11,0.0184169278996865,,74.7,6.9,0.383
2020-01-12,0.4298703485435258,,65.0,0.1,0.376
2020-01-13,-0.0114097853413266,,65.1,7.8,0.379
2020-01-14,0.0120246085011185,,65.1,0.9,0.378
2020-01-15,0.3474074933302401,,61.6,0.3,0.373
2020-01-16,-0.0231596360628618,,66.0,8.2,0.376
2020-01-17,0.5810507409070499,0.5068,65.8,0.7,0.376
2020-01-18,0.1857512634044126,,69.2,0.0,0.374
2020-01-19,0.5068937550689375,,74.2,0.0,0.367
2020-01-20,0.0473657548125633,,73.7,0.0,0.374
2020-01-21,-0.0060410793395086,,72.5,0.0,0.351
2020-01-22,0.079427803682921,,67.9,0.0,0.376
2020-01-23,0.0028916482394965,,65.0,0.0,0.373
2020-01-24,0.0290722902022042,,73.6,1.1,0.351
2020-01-25,0.0268911786881125,,76.3,0.0,0.378
2020-01-26,0.0967421039542402,,67.4,5.5,0.381
2020-01-27,0.0750302098209381,,64.0,1.0,0.378
2020-01-28,0.038217862252197,,54.8,0.7,0.377
2020-01-29,0.0313269377706087,,58.7,1.0,0.377
2020-01-30,0.0091889732321214,,60.1,0.8,0.379
2020-01-31,0.2185265775567298,,71.3,1.8,0.378
2020-02-01,0.0136139145372557,,64.4,1.8,0.376
2020-02-02,0.0177544808927967,0.6453,56.5,6.4,0.376
2020-02-03,0.6453715775749674,,50.4,1.8,0.377
2020-02-04,0.4068745003996802,,56.9,2.4,0.375
2020-02-05,0.6972789115646258,,65.1,0.0,0.374
2020-02-06,0.094804499196572,,70.7,0.0,0.375
2020-02-07,0.0318686980201663,,62.4,1.6,0.372
2020-02-08,0.6442396313364055,,67.5,19.4,0.378
2020-02-09,-0.0311895551257253,,63.5,15.5,0.383
2020-02-10,0.1495793901156677,,53.8,4.3,0.369
2020-02-11,0.0243111831442463,,51.1,3.4,0.338
2020-02-12,0.0104331748547279,,51.1,1.7,0.336
2020-02-13,0.0066288525934531,,80.1,21.7,0.364
2020-02-14,0.2921871691721363,,62.1,2.7,0.379
2020-02-15,-0.0092532467532467,,66.7,12.6,0.381
2020-02-16,0.0026246719160104,,64.1,1.6,0.378
2020-02-17,0.371999150201827,,58.5,2.0,0.377
2020-02-18,0.1701244813278008,0.6565000000000001,65.6,1.5,0.376
2020-02-19,-0.013338695623031,,68.4,8.2,0.379
2020-02-20,0.6565206632021777,,63.5,10.3,0.378
2020-02-21,-0.0172579938677179,,65.6,4.6,0.38
2020-02-22,0.0261274754534864,,71.4,5.6,0.378
2020-02-23,0.6094781043791242,,59.9,5.1,0.375
2020-02-24,-0.0040139616055846,,57.9,10.9,0.337
2020-02-25,0.18,,57.9,0.8,0.366
2020-02-26,0.097473540457494,,57.9,2.7,0.354
2020-02-27,0.0571923743500866,,57.9,2.6,0.348
2020-02-28,0.0066547222933196,,67.7,13.6,0.379
2020-02-29,0.6870273414776032,,64.4,7.4,0.375
2020-03-01,0.0526387936943111,,67.3,2.1,0.378
2020-03-02,0.0726333383984196,,69.7,0.3,0.375
2020-03-03,0.634676564156946,,72.3,4.4,0.371
2020-03-04,0.6613459879206213,,60.6,0.3,0.367
2020-03-05,0.6900619876024795,0.6303000000000001,58.6,0.0,0.37
2020-03-06,0.3303013075611142,,60.6,1.1,0.37
2020-03-07,0.0131400704416147,,61.6,2.0,0.372
2020-03-08,0.6821465428276574,,63.8,1.5,0.371
2020-03-09,0.0168467895740623,,73.0,10.8,0.371
2020-03-10,0.0152441166139796,,57.8,1.6,0.373
2020-03-11,0.3618421052631579,,58.1,2.4,0.372
2020-03-12,0.0194301932103482,,61.0,4.0,0.373
2020-03-13,0.5329949238578681,,65.1,0.5,0.371
2020-03-14,0.1063406877360365,,68.4,3.3,0.373
2020-03-15,0.0228110057223485,,67.3,2.5,0.373
2020-03-16,0.113818137073951,,68.0,1.2,0.372
2020-03-17,0.0117233294255568,,67.1,15.5,0.371
2020-03-18,0.1577986437141366,,68.5,1.2,0.373
2020-03-19,0.0217017954722872,,66.9,1.4,0.372
2020-03-20,0.6303614457831326,,68.9,0.0,0.366
2020-03-21,0.0215785238826713,0.7674000000000001,68.1,0.0,0.372
2020-03-22,0.0998424028923704,,68.5,0.0,0.366
2020-03-23,0.0540151242347857,,68.6,0.0,0.366
2020-03-24,0.3275134584606431,,65.0,0.0,0.366
2020-03-25,0.0176438862778334,,75.5,0.1,0.362
2020-03-26,0.1797104860539013,,69.8,0.0,0.368
2020-03-27,0.0642273258077072,,62.2,0.0,0.37
2020-03-28,0.2493773687060097,,65.2,0.0,0.37
2020-03-29,0.1569199108214714,,67.2,0.0,0.368
2020-03-30,0.0388066941547416,,60.4,0.2,0.365
2020-03-31,0.0302793819260184,,60.5,0.0,0.368
2020-04-01,0.7674841053587648,,65.7,1.5,0.366
2020-04-02,0.0489188522568445,,69.0,1.5,0.367
2020-04-03,0.1376731301939058,,61.4,1.8,0.367
2020-04-04,0.019605164287178,,63.4,0.2,0.37
2020-04-05,0.1964101809621892,,59.7,0.6,0.37
2020-04-06,0.070368660555299,0.7672,57.8,2.2,0.371
2020-04-07,0.5852246047894819,,58.3,0.0,0.371
2020-04-08,0.3948594100396757,,65.9,0.0,0.373
2020-04-09,0.3470758894487708,,59.6,0.0,0.372
2020-04-10,0.2832937987123009,,60.2,0.0,0.37
2020-04-11,0.6546798029556651,,58.8,2.0,0.372
2020-04-12,0.4636504921429805,,57.7,0.0,0.378
2020-04-13,0.5894336243563914,,57.2,0.0,0.372
2020-04-14,0.737662814162539,,55.0,0.0,0.375
2020-04-15,0.7672507030067056,,54.8,0.0,0.373
2020-04-16,0.71898355754858,,55.8,0.1,0.373
2020-04-17,0.6757352941176471,,53.9,0.0,0.375
2020-04-18,0.0146291820379086,,49.6,0.0,0.372
2020-04-19,0.1825015403573629,,47.9,0.0,0.372
2020-04-20,0.7374250115366867,,48.3,0.0,0.363
2020-04-21,0.7434634331186055,,43.0,0.0,0.363
2020-04-22,0.719098565900296,0.7786000000000001,46.1,0.1,0.371
2020-04-23,0.2179846472523455,,44.7,0.0,0.371
2020-04-24,0.7786352558895208,,40.7,0.0,0.367
2020-04-25,0.7224162011173184,,42.6,0.0,0.37
2020-04-26,0.4879465071265176,,40.5,0.0,0.374
2020-04-27,0.1069924178601516,,41.5,0.2,0.374
2020-04-28,0.7738198167041328,,39.1,0.0,0.376
2020-04-29,0.0216518591641987,,38.4,5.0,0.375
2020-04-30,0.1402081693343829,,39.1,10.5,0.38
2020-05-01,-0.0034353689176024,,42.6,1.6,0.379
2020-05-02,0.389884508164078,,40.0,0.0,0.377
2020-05-03,0.6827685652487383,,38.9,0.0,0.38
2020-05-04,0.6700030330603579,,41.6,0.0,0.379
2020-05-05,0.7760729836201534,,33.8,0.0,0.378
2020-05-06,0.6584536958368734,,38.9,0.0,0.374
2020-05-07,0.0797202797202797,,40.6,1.3,0.375
2020-05-08,0.4749090909090909,0.7708,41.1,0.0,0.379
2020-05-09,0.3136612021857923,,41.0,0.0,0.38
2020-05-10,0.7297021276595744,,38.2,0.2,0.379
2020-05-11,0.7142857142857143,,34.4,0.0,0.371
2020-05-12,0.2202538007287347,,34.8,0.8,0.38
2020-05-13,0.7887940012497396,,34.6,2.3,0.378
2020-05-14,0.0940334128878281,,37.4,0.0,0.376
2020-05-15,0.0393048128342246,,39.0,0.1,0.375
2020-05-16,0.0333333333333333,,37.6,1.6,0.377
2020-05-17,0.0230496453900709,,40.1,1.8,0.375
2020-05-18,0.0317150157823538,,42.9,1.5,0.382
2020-05-19,0.0149216766763667,,46.3,1.7,0.384
2020-05-20,0.283607487237663,,41.5,0.0,0.385
2020-05-21,0.7834757834757835,,38.8,4.3,0.386
2020-05-22,0.0621812923357942,,42.7,6.5,0.386
2020-05-23,0.0148489503328213,,42.9,4.5,0.383
2020-05-24,0.0620496985737391,0.7812,42.9,1.9,0.386
2020-05-25,0.257045035554385,,42.3,0.0,0.387
2020-05-26,,,45.8,0.6,0.386
2020-05-27,0.2844473858371939,,39.0,0.0,0.387
2020-05-28,0.764559585492228,,40.2,0.1,0.386
